Age 	 GS
5.515878200000000106e+03	1.923549999999999898e+02
5.515915399999999863e+03	1.931129999999999995e+02
5.515951900000000023e+03	1.941279999999999859e+02
5.515988500000000386e+03	1.943629999999999995e+02
5.516024800000000141e+03	1.939079999999999870e+02
5.516060699999999997e+03	1.920079999999999814e+02
5.516096199999999953e+03	1.887199999999999989e+02
5.516130900000000111e+03	1.852720000000000198e+02
5.516165500000000065e+03	1.822220000000000084e+02
5.516199599999999919e+03	1.794879999999999995e+02
5.516233100000000377e+03	1.779590000000000032e+02
5.516266099999999824e+03	1.772229999999999848e+02
5.516298499999999876e+03	1.765370000000000061e+02
5.516330200000000332e+03	1.754830000000000041e+02
5.516360999999999876e+03	1.745130000000000052e+02
5.516391499999999724e+03	1.737529999999999859e+02
5.516421100000000479e+03	1.735480000000000018e+02
5.516450200000000223e+03	1.745200000000000102e+02
5.516478699999999662e+03	1.763650000000000091e+02
5.516506400000000212e+03	1.787109999999999843e+02
5.516533900000000358e+03	1.812420000000000186e+02
5.516560999999999694e+03	1.843540000000000134e+02
5.516587599999999838e+03	1.875209999999999866e+02
5.516613800000000083e+03	1.906500000000000057e+02
5.516639600000000428e+03	1.935749999999999886e+02
5.516665100000000166e+03	1.961909999999999741e+02
5.516690000000000509e+03	1.981540000000000248e+02
5.516714799999999741e+03	1.994350000000000023e+02
5.516739400000000387e+03	2.001599999999999966e+02
5.516763700000000426e+03	2.001520000000000152e+02
5.516787800000000061e+03	2.001340000000000146e+02
5.516811499999999796e+03	1.996440000000000055e+02
5.516835200000000441e+03	1.995370000000000061e+02
5.516858799999999974e+03	2.003329999999999984e+02
5.516882300000000214e+03	2.012440000000000282e+02
5.516905700000000252e+03	2.013329999999999984e+02
5.516929000000000087e+03	2.008000000000000114e+02
5.516952100000000428e+03	2.001220000000000141e+02
5.516975300000000061e+03	1.987909999999999968e+02
5.516998700000000099e+03	1.973679999999999950e+02
5.517021999999999935e+03	1.962100000000000080e+02
5.517045399999999972e+03	1.953759999999999764e+02
5.517068900000000212e+03	1.944799999999999898e+02
5.517092599999999948e+03	1.932690000000000055e+02
5.517116200000000390e+03	1.916800000000000068e+02
5.517140099999999620e+03	1.892420000000000186e+02
5.517164300000000367e+03	1.864509999999999934e+02
5.517188699999999699e+03	1.828070000000000164e+02
5.517213399999999638e+03	1.790940000000000225e+02
5.517238100000000486e+03	1.761459999999999866e+02
5.517263399999999820e+03	1.742470000000000141e+02
5.517289000000000669e+03	1.723149999999999977e+02
5.517315000000000509e+03	1.708209999999999980e+02
5.517341300000000047e+03	1.692270000000000039e+02
5.517368099999999686e+03	1.672270000000000039e+02
5.517395300000000134e+03	1.658890000000000100e+02
5.517422700000000077e+03	1.650819999999999936e+02
5.517450200000000223e+03	1.651529999999999916e+02
5.517476800000000367e+03	1.669009999999999820e+02
5.517502800000000207e+03	1.699900000000000091e+02
5.517528199999999742e+03	1.742899999999999920e+02
5.517552899999999681e+03	1.785000000000000000e+02
5.517577500000000327e+03	1.824420000000000073e+02
5.517601800000000367e+03	1.868319999999999936e+02
5.517626100000000406e+03	1.908959999999999866e+02
5.517650400000000445e+03	1.938890000000000100e+02
5.517674799999999777e+03	1.969869999999999948e+02
5.517699400000000423e+03	1.992959999999999923e+02
5.517724199999999655e+03	2.006370000000000005e+02
5.517749600000000100e+03	2.018449999999999989e+02
5.517775700000000143e+03	2.028170000000000073e+02
5.517802400000000489e+03	2.032700000000000102e+02
5.517829899999999725e+03	2.038100000000000023e+02
5.517858400000000074e+03	2.041509999999999820e+02
5.517887600000000020e+03	2.035059999999999718e+02
5.517918300000000272e+03	2.025809999999999889e+02
5.517950200000000223e+03	2.014559999999999889e+02
5.517983500000000276e+03	2.011590000000000202e+02
5.518018299999999726e+03	2.013899999999999864e+02
5.518054399999999987e+03	2.018940000000000055e+02
5.518092499999999745e+03	2.017179999999999893e+02
5.518132499999999709e+03	2.007759999999999820e+02
5.518174399999999878e+03	1.988100000000000023e+02
5.518218499999999949e+03	1.953309999999999889e+02
5.518264699999999721e+03	1.908319999999999936e+02
5.518313200000000506e+03	1.871719999999999970e+02
5.518363599999999678e+03	1.850290000000000248e+02
5.518416999999999462e+03	1.848729999999999905e+02
5.518485099999999875e+03	1.865679999999999836e+02
5.518578000000000429e+03	1.893759999999999764e+02
5.518689699999999903e+03	1.916150000000000091e+02
5.518812899999999900e+03	1.927340000000000089e+02
5.518944099999999708e+03	1.920500000000000114e+02
5.519076000000000022e+03	1.891520000000000152e+02
5.519202699999999822e+03	1.858569999999999993e+02
5.519318100000000413e+03	1.827870000000000061e+02
5.519416199999999662e+03	1.809929999999999950e+02
5.519503099999999904e+03	1.815009999999999764e+02
5.519588099999999940e+03	1.837249999999999943e+02
5.519672599999999875e+03	1.866399999999999864e+02
5.519755400000000009e+03	1.889300000000000068e+02
5.519836199999999735e+03	1.899920000000000186e+02
5.519914700000000266e+03	1.903750000000000000e+02
5.519989700000000084e+03	1.897279999999999802e+02
5.520062500000000000e+03	1.887700000000000102e+02
5.520131999999999607e+03	1.865790000000000077e+02
5.520197799999999916e+03	1.833340000000000032e+02
5.520259600000000319e+03	1.789190000000000111e+02
5.520317100000000210e+03	1.744979999999999905e+02
5.520369899999999689e+03	1.712209999999999752e+02
5.520417300000000068e+03	1.700800000000000125e+02
5.520461599999999635e+03	1.708390000000000271e+02
5.520503800000000410e+03	1.724650000000000034e+02
5.520544200000000274e+03	1.742930000000000064e+02
5.520582900000000336e+03	1.753859999999999957e+02
5.520619899999999689e+03	1.764259999999999877e+02
5.520654999999999745e+03	1.781540000000000248e+02
5.520689100000000508e+03	1.810209999999999866e+02
5.520721900000000460e+03	1.842740000000000009e+02
5.520753499999999804e+03	1.874070000000000107e+02
5.520784000000000560e+03	1.901279999999999859e+02
5.520813299999999799e+03	1.920879999999999939e+02
5.520842099999999846e+03	1.932940000000000111e+02
5.520870100000000093e+03	1.940259999999999820e+02
5.520897500000000036e+03	1.937059999999999889e+02
5.520924500000000080e+03	1.930200000000000102e+02
5.520951000000000022e+03	1.928470000000000084e+02
5.520977300000000469e+03	1.930009999999999764e+02
5.521003200000000106e+03	1.933729999999999905e+02
5.521029300000000148e+03	1.931590000000000202e+02
5.521055599999999686e+03	1.925509999999999877e+02
5.521081999999999425e+03	1.916649999999999920e+02
5.521108699999999772e+03	1.909390000000000214e+02
5.521135600000000522e+03	1.906730000000000018e+02
5.521163300000000163e+03	1.906949999999999932e+02
5.521191600000000108e+03	1.914569999999999936e+02
5.521220800000000054e+03	1.925749999999999886e+02
5.521250799999999799e+03	1.927159999999999798e+02
5.521281799999999748e+03	1.910649999999999977e+02
5.521314000000000306e+03	1.881730000000000018e+02
5.521346999999999753e+03	1.842179999999999893e+02
5.521381800000000112e+03	1.804240000000000066e+02
5.521418000000000575e+03	1.786620000000000061e+02
5.521456199999999626e+03	1.795029999999999859e+02
5.521496900000000096e+03	1.819120000000000061e+02
5.521539300000000367e+03	1.848829999999999814e+02
5.521584000000000742e+03	1.884709999999999752e+02
5.521630400000000009e+03	1.921800000000000068e+02
5.521678100000000086e+03	1.947270000000000039e+02
5.521726999999999862e+03	1.959490000000000123e+02
5.521776799999999639e+03	1.962459999999999809e+02
5.521826699999999619e+03	1.960709999999999980e+02
5.521877400000000307e+03	1.957270000000000039e+02
5.521928200000000288e+03	1.959840000000000089e+02
5.521978900000000067e+03	1.967319999999999993e+02
5.522029099999999744e+03	1.974149999999999920e+02
5.522078599999999824e+03	1.975379999999999825e+02
5.522127199999999903e+03	1.971490000000000009e+02
5.522174100000000180e+03	1.962159999999999798e+02
5.522220000000000255e+03	1.943979999999999961e+02
5.522264199999999619e+03	1.921100000000000136e+02
5.522306400000000394e+03	1.896399999999999864e+02
5.522346400000000358e+03	1.868770000000000095e+02
5.522383499999999913e+03	1.848209999999999980e+02
5.522418200000000070e+03	1.841329999999999814e+02
5.522450899999999820e+03	1.843959999999999866e+02
5.522482399999999870e+03	1.857870000000000061e+02
5.522512700000000223e+03	1.878559999999999945e+02
5.522541999999999462e+03	1.907590000000000146e+02
5.522570300000000316e+03	1.937379999999999995e+02
5.522597399999999652e+03	1.959559999999999889e+02
5.522623900000000503e+03	1.978449999999999989e+02
5.522649699999999939e+03	1.990809999999999889e+02
5.522674600000000282e+03	2.001220000000000141e+02
5.522699000000000524e+03	2.017520000000000095e+02
5.522722499999999854e+03	2.031049999999999898e+02
5.522745700000000397e+03	2.042450000000000045e+02
5.522768500000000131e+03	2.045900000000000034e+02
5.522790899999999965e+03	2.040209999999999866e+02
5.522813000000000102e+03	2.026730000000000018e+02
5.522834799999999632e+03	2.012170000000000130e+02
5.522856499999999869e+03	1.996690000000000111e+02
5.522877800000000207e+03	1.985900000000000034e+02
5.522899300000000039e+03	1.975120000000000005e+02
5.522920799999999872e+03	1.964399999999999977e+02
5.522942399999999907e+03	1.965440000000000111e+02
5.522964200000000346e+03	1.969180000000000064e+02
5.522985999999999876e+03	1.972050000000000125e+02
5.523008300000000418e+03	1.969879999999999995e+02
5.523030999999999949e+03	1.965240000000000009e+02
5.523054100000000290e+03	1.963600000000000136e+02
5.523077699999999822e+03	1.964180000000000064e+02
5.523101800000000367e+03	1.967829999999999870e+02
5.523126400000000103e+03	1.968540000000000134e+02
5.523151899999999841e+03	1.961719999999999970e+02
5.523178200000000288e+03	1.948470000000000084e+02
5.523205299999999625e+03	1.930800000000000125e+02
5.523233400000000074e+03	1.908120000000000118e+02
5.523262400000000525e+03	1.881579999999999870e+02
5.523292400000000271e+03	1.859390000000000214e+02
5.523323300000000017e+03	1.838149999999999977e+02
5.523355700000000070e+03	1.820540000000000020e+02
5.523389299999999821e+03	1.810890000000000271e+02
5.523424200000000383e+03	1.804120000000000061e+02
5.523462400000000343e+03	1.805250000000000057e+02
5.523504700000000412e+03	1.814399999999999977e+02
5.523551400000000285e+03	1.825640000000000214e+02
5.523601599999999962e+03	1.842069999999999936e+02
5.523654900000000453e+03	1.854399999999999977e+02
5.523710600000000341e+03	1.859479999999999791e+02
5.523768299999999726e+03	1.864309999999999832e+02
5.523827400000000125e+03	1.868170000000000073e+02
5.523886900000000423e+03	1.875169999999999959e+02
5.523947299999999814e+03	1.881809999999999832e+02
5.524007599999999911e+03	1.886209999999999809e+02
5.524067200000000412e+03	1.886570000000000107e+02
5.524125600000000304e+03	1.883129999999999882e+02
5.524181800000000294e+03	1.871659999999999968e+02
5.524236399999999776e+03	1.847109999999999843e+02
5.524288199999999961e+03	1.812829999999999870e+02
5.524336699999999837e+03	1.784550000000000125e+02
5.524381500000000415e+03	1.771419999999999959e+02
5.524421900000000278e+03	1.771140000000000043e+02
5.524459300000000439e+03	1.781490000000000009e+02
5.524494700000000194e+03	1.800099999999999909e+02
5.524529000000000451e+03	1.822179999999999893e+02
5.524561899999999696e+03	1.843350000000000080e+02
5.524593499999999949e+03	1.859559999999999889e+02
5.524623800000000301e+03	1.871380000000000052e+02
5.524652799999999843e+03	1.876190000000000282e+02
5.524681199999999990e+03	1.875879999999999939e+02
5.524708599999999933e+03	1.875800000000000125e+02
5.524735300000000279e+03	1.872090000000000032e+02
5.524761300000000119e+03	1.867240000000000180e+02
5.524786799999999857e+03	1.854350000000000023e+02
5.524811599999999999e+03	1.839959999999999809e+02
5.524836299999999937e+03	1.823240000000000123e+02
5.524860800000000381e+03	1.807790000000000248e+02
5.524885100000000421e+03	1.794219999999999970e+02
5.524909499999999753e+03	1.785209999999999866e+02
5.524933899999999994e+03	1.779120000000000061e+02
5.524958499999999731e+03	1.773950000000000102e+02
5.524983199999999670e+03	1.764909999999999854e+02
5.525008600000000115e+03	1.758809999999999718e+02
5.525034400000000460e+03	1.759550000000000125e+02
5.525060900000000402e+03	1.760109999999999957e+02
5.525088099999999940e+03	1.758449999999999989e+02
5.525115899999999783e+03	1.754009999999999820e+02
5.525144900000000234e+03	1.746470000000000198e+02
5.525175000000000182e+03	1.732729999999999961e+02
5.525206199999999626e+03	1.716540000000000248e+02
5.525238699999999881e+03	1.700579999999999927e+02
5.525272500000000036e+03	1.684099999999999966e+02
5.525307800000000498e+03	1.671119999999999948e+02
5.525344399999999951e+03	1.664859999999999900e+02
5.525383000000000720e+03	1.661709999999999923e+02
5.525423399999999674e+03	1.660890000000000271e+02
5.525468499999999949e+03	1.663140000000000214e+02
5.525520199999999932e+03	1.668329999999999984e+02
5.525576999999999316e+03	1.668190000000000168e+02
5.525639199999999619e+03	1.667669999999999959e+02
5.525705200000000332e+03	1.668629999999999995e+02
5.525774199999999837e+03	1.672740000000000009e+02
5.525845199999999750e+03	1.676299999999999955e+02
5.525917199999999866e+03	1.681520000000000152e+02
5.525989400000000387e+03	1.688959999999999866e+02
5.526060199999999895e+03	1.692849999999999966e+02
5.526129899999999907e+03	1.693549999999999898e+02
5.526196999999999207e+03	1.686829999999999927e+02
5.526260600000000522e+03	1.674609999999999843e+02
5.526319700000000012e+03	1.664470000000000027e+02
5.526373400000000402e+03	1.656879999999999882e+02
5.526420399999999972e+03	1.653520000000000039e+02
5.526464100000000144e+03	1.656899999999999977e+02
5.526506599999999708e+03	1.664950000000000045e+02
5.526547900000000482e+03	1.676399999999999864e+02
5.526588200000000143e+03	1.687140000000000271e+02
5.526627099999999700e+03	1.698809999999999718e+02
5.526665399999999863e+03	1.713409999999999798e+02
5.526702800000000025e+03	1.729929999999999950e+02
5.526739300000000185e+03	1.744209999999999923e+02
5.526774999999999636e+03	1.750440000000000111e+02
5.526809900000000198e+03	1.750040000000000191e+02
5.526844100000000253e+03	1.752009999999999934e+02
5.526877300000000105e+03	1.755009999999999764e+02
5.526910200000000259e+03	1.758919999999999959e+02
5.526942500000000109e+03	1.766140000000000043e+02
5.526974400000000060e+03	1.773840000000000146e+02
5.527005699999999706e+03	1.780430000000000064e+02
5.527036299999999756e+03	1.786390000000000100e+02
5.527066800000000512e+03	1.791209999999999809e+02
5.527097099999999955e+03	1.797299999999999898e+02
5.527126999999999498e+03	1.804449999999999932e+02
5.527156700000000455e+03	1.804940000000000282e+02
5.527186200000000099e+03	1.800800000000000125e+02
5.527215600000000450e+03	1.797330000000000041e+02
5.527244700000000194e+03	1.788709999999999809e+02
5.527274000000000342e+03	1.775099999999999909e+02
5.527303399999999783e+03	1.759429999999999836e+02
5.527332800000000134e+03	1.743529999999999802e+02
5.527362299999999777e+03	1.728079999999999927e+02
5.527391700000000128e+03	1.718420000000000130e+02
5.527421699999999873e+03	1.716100000000000136e+02
5.527451500000000124e+03	1.720190000000000055e+02
5.527480900000000474e+03	1.725490000000000066e+02
5.527509799999999814e+03	1.725240000000000009e+02
5.527538400000000365e+03	1.722359999999999900e+02
5.527566600000000108e+03	1.722940000000000111e+02
5.527594200000000455e+03	1.731850000000000023e+02
5.527621799999999894e+03	1.746730000000000018e+02
5.527649199999999837e+03	1.759990000000000236e+02
5.527676300000000083e+03	1.773070000000000164e+02
5.527703199999999924e+03	1.786479999999999961e+02
5.527729900000000271e+03	1.799770000000000039e+02
5.527756199999999808e+03	1.811770000000000209e+02
5.527782600000000457e+03	1.822770000000000152e+02
5.527808899999999994e+03	1.830819999999999936e+02
5.527835200000000441e+03	1.841540000000000248e+02
5.527861499999999978e+03	1.856259999999999764e+02
5.527887499999999818e+03	1.868470000000000084e+02
5.527913800000000265e+03	1.877899999999999920e+02
5.527940099999999802e+03	1.883000000000000114e+02
5.527966500000000451e+03	1.886800000000000068e+02
5.527993099999999686e+03	1.888799999999999955e+02
5.528019699999999830e+03	1.890720000000000027e+02
5.528046599999999671e+03	1.892229999999999848e+02
5.528073400000000220e+03	1.893700000000000045e+02
5.528100699999999961e+03	1.895920000000000130e+02
5.528128300000000309e+03	1.894350000000000023e+02
5.528156100000000151e+03	1.887829999999999870e+02
5.528184299999999894e+03	1.878029999999999973e+02
5.528212599999999838e+03	1.867630000000000052e+02
5.528241500000000087e+03	1.861299999999999955e+02
5.528270800000000236e+03	1.858459999999999752e+02
5.528300600000000486e+03	1.855500000000000114e+02
5.528330799999999726e+03	1.850970000000000084e+02
5.528361499999999978e+03	1.847729999999999961e+02
5.528392799999999625e+03	1.843809999999999718e+02
5.528424299999999675e+03	1.840999999999999943e+02
5.528457400000000234e+03	1.841779999999999973e+02
5.528492100000000391e+03	1.845270000000000152e+02
5.528528400000000147e+03	1.848720000000000141e+02
5.528566100000000006e+03	1.849300000000000068e+02
5.528605000000000473e+03	1.846609999999999729e+02
5.528644699999999830e+03	1.847140000000000271e+02
5.528685599999999795e+03	1.855200000000000102e+02
5.528727200000000266e+03	1.864370000000000118e+02
5.528769500000000335e+03	1.873509999999999991e+02
5.528812100000000100e+03	1.883159999999999741e+02
5.528854699999999866e+03	1.888000000000000114e+02
5.528897700000000441e+03	1.887209999999999752e+02
5.528940700000000106e+03	1.883409999999999798e+02
5.528983500000000276e+03	1.877759999999999820e+02
5.529025899999999638e+03	1.870300000000000011e+02
5.529067700000000514e+03	1.860620000000000118e+02
5.529108500000000276e+03	1.852579999999999814e+02
5.529148799999999937e+03	1.845469999999999970e+02
5.529188100000000304e+03	1.834250000000000114e+02
5.529226200000000063e+03	1.821719999999999970e+02
5.529263000000000829e+03	1.808269999999999982e+02
5.529298200000000179e+03	1.786620000000000061e+02
5.529331799999999930e+03	1.762829999999999870e+02
5.529363199999999779e+03	1.737640000000000100e+02
5.529393000000000939e+03	1.722559999999999718e+02
5.529420699999999670e+03	1.720670000000000073e+02
5.529446899999999914e+03	1.729259999999999877e+02
5.529472499999999854e+03	1.744190000000000111e+02
5.529497500000000400e+03	1.762559999999999718e+02
5.529521700000000237e+03	1.779699999999999989e+02
5.529545600000000377e+03	1.798249999999999886e+02
5.529569000000000415e+03	1.812299999999999898e+02
5.529591800000000148e+03	1.823220000000000027e+02
5.529614199999999983e+03	1.833249999999999886e+02
5.529635900000000220e+03	1.842279999999999802e+02
5.529657400000000052e+03	1.852790000000000248e+02
5.529678399999999783e+03	1.856970000000000027e+02
5.529699099999999817e+03	1.857959999999999923e+02
5.529719299999999748e+03	1.853870000000000005e+02
5.529739199999999983e+03	1.851170000000000186e+02
5.529758600000000115e+03	1.851069999999999993e+02
5.529777900000000045e+03	1.853300000000000125e+02
5.529796900000000278e+03	1.858179999999999836e+02
5.529815599999999904e+03	1.866649999999999920e+02
5.529834000000000742e+03	1.879990000000000236e+02
5.529852300000000469e+03	1.900169999999999959e+02
5.529870300000000498e+03	1.916990000000000123e+02
5.529888000000000829e+03	1.927420000000000186e+02
5.529905600000000049e+03	1.936259999999999764e+02
5.529923200000000179e+03	1.945270000000000152e+02
5.529940599999999904e+03	1.952459999999999809e+02
5.529957900000000336e+03	1.956080000000000041e+02
5.529975000000000364e+03	1.957620000000000005e+02
5.529992100000000391e+03	1.963120000000000118e+02
5.530009299999999712e+03	1.968799999999999955e+02
5.530026399999999740e+03	1.973629999999999995e+02
5.530043599999999969e+03	1.978799999999999955e+02
5.530060699999999997e+03	1.983220000000000027e+02
5.530077800000000025e+03	1.985029999999999859e+02
5.530095100000000457e+03	1.980699999999999932e+02
5.530112500000000182e+03	1.974799999999999898e+02
5.530130000000000109e+03	1.966320000000000050e+02
5.530147600000000239e+03	1.954099999999999966e+02
5.530165399999999863e+03	1.937199999999999989e+02
5.530183399999999892e+03	1.918100000000000023e+02
5.530201399999999921e+03	1.901579999999999870e+02
5.530219799999999850e+03	1.888720000000000141e+02
5.530238400000000183e+03	1.880040000000000191e+02
5.530257300000000214e+03	1.874270000000000209e+02
5.530276499999999942e+03	1.871840000000000259e+02
5.530296100000000479e+03	1.869859999999999900e+02
5.530315700000000106e+03	1.864920000000000186e+02
5.530335900000000038e+03	1.862030000000000030e+02
5.530356499999999869e+03	1.855529999999999973e+02
5.530377400000000307e+03	1.850099999999999909e+02
5.530398799999999937e+03	1.846920000000000073e+02
5.530420399999999972e+03	1.846649999999999920e+02
5.530442600000000311e+03	1.850570000000000164e+02
5.530465199999999641e+03	1.853580000000000041e+02
5.530488100000000486e+03	1.856800000000000068e+02
5.530511300000000119e+03	1.867209999999999752e+02
5.530534899999999652e+03	1.877640000000000100e+02
5.530558500000000095e+03	1.882669999999999959e+02
5.530582699999999932e+03	1.882170000000000130e+02
5.530607100000000173e+03	1.881080000000000041e+02
5.530631800000000112e+03	1.883400000000000034e+02
5.530656700000000455e+03	1.889720000000000084e+02
5.530681800000000294e+03	1.901309999999999718e+02
5.530707199999999830e+03	1.910149999999999864e+02
5.530732500000000073e+03	1.917319999999999993e+02
5.530758200000000215e+03	1.923740000000000236e+02
5.530784099999999853e+03	1.928740000000000236e+02
5.530810199999999895e+03	1.931909999999999741e+02
5.530836400000000140e+03	1.935659999999999741e+02
5.530862500000000182e+03	1.938000000000000114e+02
5.530889000000000124e+03	1.935999999999999943e+02
5.530915500000000065e+03	1.936909999999999741e+02
5.530942100000000210e+03	1.940329999999999870e+02
5.530968799999999646e+03	1.944579999999999984e+02
5.530995600000000195e+03	1.953659999999999854e+02
5.531022100000000137e+03	1.962159999999999798e+02
5.531048899999999776e+03	1.969499999999999886e+02
5.531075800000000527e+03	1.979670000000000130e+02
5.531102600000000166e+03	1.983580000000000041e+02
5.531129399999999805e+03	1.976500000000000057e+02
5.531156200000000354e+03	1.961080000000000041e+02
5.531183000000000902e+03	1.944490000000000123e+02
5.531209399999999732e+03	1.923559999999999945e+02
5.531235999999999876e+03	1.898229999999999791e+02
5.531262499999999818e+03	1.873140000000000214e+02
5.531288900000000467e+03	1.846220000000000141e+02
5.531315200000000004e+03	1.822729999999999961e+02
5.531341400000000249e+03	1.806059999999999945e+02
5.531367199999999684e+03	1.792400000000000091e+02
5.531393000000000939e+03	1.786080000000000041e+02
5.531418700000000172e+03	1.785340000000000202e+02
5.531444000000000415e+03	1.790180000000000007e+02
5.531468600000000151e+03	1.799449999999999932e+02
5.531492500000000291e+03	1.813020000000000209e+02
5.531515999999999622e+03	1.820420000000000016e+02
5.531539099999999962e+03	1.822090000000000032e+02
5.531561800000000403e+03	1.823590000000000089e+02
5.531584100000000035e+03	1.822649999999999864e+02
5.531606200000000172e+03	1.814629999999999939e+02
5.531627800000000207e+03	1.804149999999999920e+02
5.531649400000000242e+03	1.799840000000000089e+02
5.531671000000000276e+03	1.799830000000000041e+02
5.531692399999999907e+03	1.796809999999999832e+02
5.531713899999999740e+03	1.790130000000000052e+02
5.531735499999999774e+03	1.782400000000000091e+02
5.531757099999999809e+03	1.777390000000000043e+02
5.531778699999999844e+03	1.773919999999999959e+02
5.531800799999999981e+03	1.776699999999999875e+02
5.531823100000000522e+03	1.785049999999999955e+02
5.531845800000000054e+03	1.792930000000000064e+02
5.531868900000000394e+03	1.794479999999999791e+02
5.531892200000000230e+03	1.788870000000000005e+02
5.531916299999999865e+03	1.781129999999999995e+02
5.531940900000000511e+03	1.775649999999999977e+02
5.531966199999999844e+03	1.770879999999999939e+02
5.531992199999999684e+03	1.764300000000000068e+02
5.532018900000000031e+03	1.758799999999999955e+02
5.532046199999999772e+03	1.752969999999999970e+02
5.532074599999999919e+03	1.749259999999999877e+02
5.532103900000000067e+03	1.751200000000000045e+02
5.532134100000000217e+03	1.755090000000000146e+02
5.532165500000000065e+03	1.755649999999999977e+02
5.532197900000000118e+03	1.750329999999999870e+02
5.532231499999999869e+03	1.736809999999999832e+02
5.532265900000000329e+03	1.722409999999999854e+02
5.532301999999999680e+03	1.709399999999999977e+02
5.532339299999999639e+03	1.697630000000000052e+02
5.532378099999999904e+03	1.692980000000000018e+02
5.532418300000000272e+03	1.692199999999999989e+02
5.532465400000000045e+03	1.697899999999999920e+02
5.532523299999999836e+03	1.708799999999999955e+02
5.532591199999999844e+03	1.726490000000000009e+02
5.532666600000000471e+03	1.744640000000000271e+02
5.532747800000000097e+03	1.761140000000000043e+02
5.532832699999999932e+03	1.775329999999999870e+02
5.532918700000000172e+03	1.781220000000000141e+02
5.533005600000000413e+03	1.773129999999999882e+02
5.533090600000000450e+03	1.746740000000000066e+02
5.533171800000000076e+03	1.706970000000000027e+02
5.533247299999999996e+03	1.658940000000000055e+02
5.533315300000000207e+03	1.613229999999999791e+02
5.533373300000000199e+03	1.581140000000000043e+02
5.533420600000000377e+03	1.565639999999999930e+02
5.533460699999999633e+03	1.567309999999999945e+02
5.533499000000000706e+03	1.583050000000000068e+02
5.533535700000000361e+03	1.604929999999999950e+02
5.533570899999999710e+03	1.630449999999999875e+02
5.533604500000000371e+03	1.656620000000000061e+02
5.533636400000000322e+03	1.686069999999999993e+02
5.533667300000000068e+03	1.722359999999999900e+02
5.533696999999999207e+03	1.753529999999999802e+02
5.533725500000000466e+03	1.777050000000000125e+02
5.533752900000000409e+03	1.793249999999999886e+02
5.533779099999999744e+03	1.799709999999999752e+02
5.533804699999999684e+03	1.803799999999999955e+02
5.533829399999999623e+03	1.806909999999999741e+02
5.533853399999999965e+03	1.806320000000000050e+02
5.533876699999999801e+03	1.804279999999999973e+02
5.533899400000000242e+03	1.801509999999999820e+02
5.533921500000000378e+03	1.803050000000000068e+02
5.533943299999999908e+03	1.806879999999999882e+02
5.533964899999999943e+03	1.812750000000000057e+02
5.533986100000000079e+03	1.825399999999999920e+02
5.534007300000000214e+03	1.837420000000000186e+02
5.534028299999999945e+03	1.850329999999999870e+02
5.534049399999999878e+03	1.862390000000000043e+02
5.534070300000000316e+03	1.875009999999999764e+02
5.534091599999999744e+03	1.893569999999999993e+02
5.534113199999999779e+03	1.910020000000000095e+02
5.534135100000000421e+03	1.921209999999999809e+02
5.534157500000000255e+03	1.924279999999999973e+02
5.534180299999999988e+03	1.924850000000000136e+02
5.534203599999999824e+03	1.917259999999999991e+02
5.534227700000000368e+03	1.899799999999999898e+02
5.534252599999999802e+03	1.878809999999999718e+02
5.534278299999999945e+03	1.851649999999999920e+02
5.534304900000000089e+03	1.819149999999999920e+02
5.534332300000000032e+03	1.790009999999999764e+02
5.534360999999999876e+03	1.760620000000000118e+02
5.534390900000000329e+03	1.739900000000000091e+02
5.534422099999999773e+03	1.732040000000000077e+02
5.534454600000000028e+03	1.736309999999999718e+02
5.534488500000000386e+03	1.746750000000000114e+02
5.534523600000000442e+03	1.763770000000000095e+02
5.534559500000000298e+03	1.786329999999999814e+02
5.534596800000000258e+03	1.811240000000000236e+02
5.534635100000000421e+03	1.833600000000000136e+02
5.534674200000000383e+03	1.848709999999999809e+02
5.534714100000000144e+03	1.860399999999999920e+02
5.534754799999999705e+03	1.868779999999999859e+02
5.534795600000000377e+03	1.874650000000000034e+02
5.534837300000000141e+03	1.877599999999999909e+02
5.534879399999999805e+03	1.875749999999999886e+02
5.534921900000000278e+03	1.860279999999999916e+02
5.534964500000000044e+03	1.825180000000000007e+02
5.535006900000000314e+03	1.774040000000000248e+02
5.535049799999999777e+03	1.702980000000000018e+02
5.535092599999999948e+03	1.620529999999999973e+02
5.535135199999999713e+03	1.542150000000000034e+02
5.535177700000000186e+03	1.485220000000000198e+02
5.535219799999999850e+03	1.452019999999999982e+02
5.535261099999999715e+03	1.435679999999999836e+02
5.535302200000000084e+03	1.430850000000000080e+02
5.535342800000000352e+03	1.422390000000000043e+02
5.535382700000000114e+03	1.411920000000000073e+02
5.535421800000000076e+03	1.403739999999999952e+02
5.535460399999999936e+03	1.412239999999999895e+02
5.535499200000000201e+03	1.438220000000000027e+02
5.535537699999999859e+03	1.480629999999999882e+02
5.535576699999999619e+03	1.528199999999999932e+02
5.535615700000000288e+03	1.570660000000000025e+02
5.535654700000000048e+03	1.600310000000000059e+02
5.535693699999999808e+03	1.623919999999999959e+02
5.535732799999999770e+03	1.647899999999999920e+02
5.535771499999999833e+03	1.671709999999999923e+02
5.535810500000000502e+03	1.696809999999999832e+02
5.535849500000000262e+03	1.718220000000000027e+02
5.535888399999999820e+03	1.735769999999999982e+02
5.535927300000000287e+03	1.750200000000000102e+02
